# Model Spectrum: Blackbody T = 10000.000
# No ISM extinction
# Normalization: A0V magnitude 15.000000 for filter 2MASS Ks
# 
# Wavelength (microns)   F_lambda (W/m^2/micron)   F_nu (Jy)
    91.50277477  1.825388e-22  5.098038e-07
    91.59450640  1.818101e-22  5.087872e-07
    91.68633000  1.810843e-22  5.077726e-07
    91.77824566  1.803614e-22  5.067600e-07
    91.87025345  1.796414e-22  5.057495e-07
    91.96235349  1.789242e-22  5.047409e-07
    92.05454586  1.782099e-22  5.037344e-07
    92.14683065  1.774985e-22  5.027299e-07
    92.23920795  1.767899e-22  5.017274e-07
    92.33167787  1.760841e-22  5.007268e-07
    92.42424048  1.753811e-22  4.997283e-07
    92.51689589  1.746810e-22  4.987317e-07
    92.60964419  1.739836e-22  4.977372e-07
    92.70248546  1.732890e-22  4.967446e-07
    92.79541981  1.725972e-22  4.957539e-07
    92.88844733  1.719082e-22  4.947653e-07
    92.98156810  1.712219e-22  4.937786e-07
    93.07478224  1.705383e-22  4.927939e-07
    93.16808981  1.698575e-22  4.918112e-07
    93.26149093  1.691794e-22  4.908304e-07
    93.35498569  1.685040e-22  4.898515e-07
    93.44857417  1.678313e-22  4.888746e-07
    93.54225647  1.671612e-22  4.878997e-07
    93.63603269  1.664939e-22  4.869267e-07
    93.72990293  1.658292e-22  4.859556e-07
    93.82386726  1.651671e-22  4.849864e-07
    93.91792580  1.645077e-22  4.840192e-07
    94.01207863  1.638510e-22  4.830539e-07
    94.10632585  1.631968e-22  4.820906e-07
    94.20066755  1.625453e-22  4.811291e-07
    94.29510383  1.618964e-22  4.801696e-07
    94.38963478  1.612500e-22  4.792120e-07
    94.48426050  1.606062e-22  4.782563e-07
    94.57898108  1.599650e-22  4.773024e-07
    94.67379662  1.593264e-22  4.763505e-07
    94.76870721  1.586903e-22  4.754005e-07
    94.86371295  1.580568e-22  4.744524e-07
    94.95881393  1.574257e-22  4.735061e-07
    95.05401025  1.567972e-22  4.725618e-07
    95.14930201  1.561712e-22  4.716193e-07
    95.24468930  1.555477e-22  4.706787e-07
    95.34017221  1.549267e-22  4.697399e-07
    95.43575084  1.543082e-22  4.688031e-07
    95.53142529  1.536921e-22  4.678681e-07
    95.62719566  1.530785e-22  4.669349e-07
    95.72306204  1.524674e-22  4.660037e-07
    95.81902452  1.518586e-22  4.650742e-07
    95.91508320  1.512523e-22  4.641467e-07
    96.01123818  1.506485e-22  4.632209e-07
    96.10748956  1.500470e-22  4.622970e-07
    96.20383743  1.494480e-22  4.613750e-07
    96.30028189  1.488513e-22  4.604548e-07
    96.39682304  1.482570e-22  4.595364e-07
    96.49346096  1.476651e-22  4.586199e-07
    96.59019577  1.470755e-22  4.577051e-07
    96.68702756  1.464883e-22  4.567922e-07
    96.78395641  1.459035e-22  4.558811e-07
    96.88098244  1.453209e-22  4.549719e-07
    96.97810574  1.447407e-22  4.540644e-07
    97.07532640  1.441628e-22  4.531587e-07
    97.17264453  1.435873e-22  4.522549e-07
    97.27006022  1.430140e-22  4.513528e-07
    97.36757357  1.424430e-22  4.504526e-07
    97.46518468  1.418743e-22  4.495541e-07
    97.56289364  1.413078e-22  4.486574e-07
    97.66070055  1.407436e-22  4.477625e-07
    97.75860552  1.401817e-22  4.468694e-07
    97.85660864  1.396220e-22  4.459781e-07
    97.95471000  1.390646e-22  4.450885e-07
    98.05290971  1.385093e-22  4.442007e-07
    98.15120787  1.379563e-22  4.433147e-07
    98.24960457  1.374055e-22  4.424305e-07
    98.34809991  1.368569e-22  4.415480e-07
    98.44669400  1.363105e-22  4.406672e-07
    98.54538692  1.357662e-22  4.397882e-07
    98.64417879  1.352241e-22  4.389110e-07
    98.74306969  1.346842e-22  4.380355e-07
    98.84205973  1.341465e-22  4.371618e-07
    98.94114901  1.336109e-22  4.362898e-07
    99.04033763  1.330774e-22  4.354195e-07
    99.13962568  1.325461e-22  4.345509e-07
    99.23901328  1.320169e-22  4.336841e-07
    99.33850050  1.314897e-22  4.328191e-07
    99.43808746  1.309647e-22  4.319557e-07
    99.53777426  1.304418e-22  4.310941e-07
    99.63756100  1.299210e-22  4.302341e-07
    99.73744777  1.294023e-22  4.293759e-07
    99.83743468  1.288856e-22  4.285194e-07
    99.93752182  1.283710e-22  4.276646e-07
   100.03770930  1.278584e-22  4.268115e-07
   100.13799722  1.273479e-22  4.259601e-07
   100.23838568  1.268394e-22  4.251104e-07
   100.33887478  1.263330e-22  4.242624e-07
   100.43946462  1.258286e-22  4.234161e-07
   100.54015530  1.253262e-22  4.225715e-07
   100.64094692  1.248258e-22  4.217285e-07
   100.74183959  1.243274e-22  4.208872e-07
   100.84283340  1.238309e-22  4.200476e-07
   100.94392846  1.233365e-22  4.192097e-07
   101.04512487  1.228440e-22  4.183734e-07
   101.14642272  1.223535e-22  4.175388e-07
   101.24782213  1.218650e-22  4.167059e-07
   101.34932319  1.213784e-22  4.158746e-07
   101.45092600  1.208938e-22  4.150450e-07
   101.55263068  1.204110e-22  4.142170e-07
   101.65443731  1.199303e-22  4.133907e-07
   101.75634600  1.194514e-22  4.125660e-07
   101.85835685  1.189744e-22  4.117430e-07
   101.96046998  1.184994e-22  4.109216e-07
   102.06268547  1.180262e-22  4.101019e-07
   102.16500343  1.175549e-22  4.092837e-07
   102.26742396  1.170856e-22  4.084672e-07
   102.36994717  1.166180e-22  4.076524e-07
   102.47257317  1.161524e-22  4.068391e-07
   102.57530204  1.156886e-22  4.060275e-07
   102.67813390  1.152267e-22  4.052175e-07
   102.78106885  1.147666e-22  4.044091e-07
   102.88410699  1.143083e-22  4.036023e-07
   102.98724843  1.138519e-22  4.027971e-07
   103.09049326  1.133973e-22  4.019935e-07
   103.19384160  1.129445e-22  4.011916e-07
   103.29729355  1.124935e-22  4.003912e-07
   103.40084921  1.120443e-22  3.995924e-07
   103.50450868  1.115969e-22  3.987952e-07
   103.60827207  1.111513e-22  3.979996e-07
   103.71213948  1.107075e-22  3.972056e-07
   103.81611102  1.102654e-22  3.964131e-07
   103.92018680  1.098251e-22  3.956223e-07
   104.02436691  1.093866e-22  3.948330e-07
   104.12865145  1.089498e-22  3.940453e-07
   104.23304055  1.085147e-22  3.932591e-07
   104.33753429  1.080814e-22  3.924745e-07
   104.44213279  1.076498e-22  3.916915e-07
   104.54683615  1.072200e-22  3.909101e-07
   104.65164448  1.067918e-22  3.901301e-07
   104.75655787  1.063654e-22  3.893518e-07
   104.86157645  1.059407e-22  3.885750e-07
   104.96670030  1.055177e-22  3.877997e-07
   105.07192954  1.050963e-22  3.870260e-07
   105.17726427  1.046766e-22  3.862539e-07
   105.28270460  1.042587e-22  3.854832e-07
   105.38825064  1.038423e-22  3.847141e-07
   105.49390248  1.034277e-22  3.839466e-07
   105.59966024  1.030147e-22  3.831805e-07
   105.70552402  1.026033e-22  3.824160e-07
   105.81149393  1.021936e-22  3.816530e-07
   105.91757008  1.017855e-22  3.808916e-07
   106.02375257  1.013791e-22  3.801316e-07
   106.13004150  1.009743e-22  3.793732e-07
   106.23643699  1.005710e-22  3.786163e-07
   106.34293915  1.001694e-22  3.778608e-07
   106.44954807  9.976945e-23  3.771069e-07
   106.55626386  9.937105e-23  3.763545e-07
   106.66308664  9.897424e-23  3.756036e-07
   106.77001651  9.857901e-23  3.748542e-07
   106.87705358  9.818536e-23  3.741063e-07
   106.98419795  9.779328e-23  3.733598e-07
   107.09144973  9.740277e-23  3.726149e-07
   107.19880903  9.701382e-23  3.718714e-07
   107.30627596  9.662641e-23  3.711294e-07
   107.41385063  9.624056e-23  3.703889e-07
   107.52153314  9.585624e-23  3.696499e-07
   107.62932360  9.547346e-23  3.689123e-07
   107.73722213  9.509221e-23  3.681763e-07
   107.84522882  9.471248e-23  3.674416e-07
   107.95334379  9.433426e-23  3.667085e-07
   108.06156714  9.395755e-23  3.659768e-07
   108.16989899  9.358235e-23  3.652465e-07
   108.27833944  9.320865e-23  3.645177e-07
   108.38688860  9.283643e-23  3.637904e-07
   108.49554658  9.246571e-23  3.630645e-07
   108.60431349  9.209646e-23  3.623401e-07
   108.71318944  9.172868e-23  3.616171e-07
   108.82217454  9.136238e-23  3.608955e-07
   108.93126890  9.099754e-23  3.601754e-07
   109.04047262  9.063415e-23  3.594567e-07
   109.14978582  9.027221e-23  3.587395e-07
   109.25920861  8.991172e-23  3.580236e-07
   109.36874110  8.955267e-23  3.573092e-07
   109.47838339  8.919505e-23  3.565963e-07
   109.58813559  8.883886e-23  3.558847e-07
   109.69799783  8.848409e-23  3.551746e-07
   109.80797020  8.813073e-23  3.544659e-07
   109.91805282  8.777879e-23  3.537585e-07
   110.02824579  8.742825e-23  3.530526e-07
   110.13854924  8.707911e-23  3.523481e-07
   110.24896326  8.673136e-23  3.516450e-07
   110.35948798  8.638501e-23  3.509434e-07
   110.47012349  8.604003e-23  3.502431e-07
   110.58086992  8.569643e-23  3.495442e-07
   110.69172737  8.535421e-23  3.488467e-07
   110.80269596  8.501335e-23  3.481505e-07
   110.91377579  8.467385e-23  3.474558e-07
   111.02496698  8.433570e-23  3.467625e-07
   111.13626964  8.399891e-23  3.460705e-07
   111.24768388  8.366346e-23  3.453799e-07
   111.35920981  8.332935e-23  3.446907e-07
   111.47084755  8.299657e-23  3.440029e-07
   111.58259720  8.266512e-23  3.433164e-07
   111.69445889  8.233500e-23  3.426313e-07
   111.80643271  8.200619e-23  3.419476e-07
   111.91851879  8.167869e-23  3.412652e-07
   112.03071724  8.135251e-23  3.405842e-07
   112.14302816  8.102762e-23  3.399045e-07
   112.25545168  8.070403e-23  3.392262e-07
   112.36798790  8.038173e-23  3.385493e-07
   112.48063694  8.006072e-23  3.378737e-07
   112.59339891  7.974100e-23  3.371994e-07
   112.70627392  7.942254e-23  3.365265e-07
   112.81926209  7.910536e-23  3.358549e-07
   112.93236353  7.878945e-23  3.351847e-07
   113.04557836  7.847479e-23  3.345158e-07
   113.15890668  7.816139e-23  3.338482e-07
   113.27234862  7.784925e-23  3.331820e-07
   113.38590428  7.753835e-23  3.325171e-07
   113.49957378  7.722869e-23  3.318535e-07
   113.61335724  7.692026e-23  3.311912e-07
   113.72725476  7.661307e-23  3.305303e-07
   113.84126647  7.630710e-23  3.298707e-07
   113.95539247  7.600236e-23  3.292124e-07
   114.06963288  7.569883e-23  3.285554e-07
   114.18398782  7.539652e-23  3.278997e-07
   114.29845740  7.509541e-23  3.272453e-07
   114.41304174  7.479550e-23  3.265922e-07
   114.52774095  7.449679e-23  3.259404e-07
   114.64255514  7.419927e-23  3.252900e-07
   114.75748444  7.390294e-23  3.246408e-07
   114.87252895  7.360780e-23  3.239929e-07
   114.98768879  7.331383e-23  3.233463e-07
   115.10296409  7.302103e-23  3.227010e-07
   115.21835494  7.272941e-23  3.220570e-07
   115.33386148  7.243894e-23  3.214142e-07
   115.44948381  7.214964e-23  3.207727e-07
   115.56522205  7.186149e-23  3.201326e-07
   115.68107632  7.157450e-23  3.194937e-07
   115.79704673  7.128865e-23  3.188560e-07
   115.91313341  7.100394e-23  3.182197e-07
   116.02933646  7.072036e-23  3.175846e-07
   116.14565601  7.043792e-23  3.169507e-07
   116.26209216  7.015661e-23  3.163182e-07
   116.37864504  6.987642e-23  3.156869e-07
   116.49531477  6.959734e-23  3.150568e-07
   116.61210146  6.931939e-23  3.144280e-07
   116.72900523  6.904254e-23  3.138005e-07
   116.84602619  6.876679e-23  3.131742e-07
   116.96316447  6.849215e-23  3.125492e-07
   117.08042018  6.821861e-23  3.119254e-07
   117.19779344  6.794615e-23  3.113028e-07
   117.31528436  6.767479e-23  3.106815e-07
   117.43289307  6.740450e-23  3.100614e-07
   117.55061968  6.713530e-23  3.094426e-07
   117.66846432  6.686717e-23  3.088250e-07
   117.78642709  6.660011e-23  3.082086e-07
   117.90450812  6.633412e-23  3.075935e-07
   118.02270753  6.606919e-23  3.069795e-07
   118.14102543  6.580532e-23  3.063668e-07
   118.25946194  6.554250e-23  3.057554e-07
   118.37801719  6.528073e-23  3.051451e-07
   118.49669129  6.502000e-23  3.045361e-07
   118.61548436  6.476032e-23  3.039282e-07
   118.73439653  6.450167e-23  3.033216e-07
   118.85342790  6.424406e-23  3.027162e-07
   118.97257860  6.398747e-23  3.021120e-07
   119.09184875  6.373191e-23  3.015090e-07
   119.21123846  6.347737e-23  3.009072e-07
   119.33074787  6.322385e-23  3.003066e-07
   119.45037708  6.297133e-23  2.997072e-07
   119.57012623  6.271983e-23  2.991090e-07
   119.68999542  6.246933e-23  2.985120e-07
   119.80998478  6.221983e-23  2.979162e-07
   119.93009443  6.197132e-23  2.973216e-07
   120.05032449  6.172381e-23  2.967281e-07
   120.17067508  6.147729e-23  2.961359e-07
   120.29114632  6.123175e-23  2.955448e-07
   120.41173833  6.098719e-23  2.949549e-07
   120.53245124  6.074360e-23  2.943661e-07
   120.65328516  6.050099e-23  2.937786e-07
   120.77424022  6.025935e-23  2.931922e-07
   120.89531654  6.001867e-23  2.926070e-07
   121.01651424  5.977896e-23  2.920229e-07
   121.13783343  5.954020e-23  2.914400e-07
   121.25927425  5.930239e-23  2.908583e-07
   121.38083682  5.906554e-23  2.902777e-07
   121.50252125  5.882963e-23  2.896983e-07
   121.62432767  5.859466e-23  2.891201e-07
   121.74625620  5.836063e-23  2.885430e-07
   121.86830696  5.812753e-23  2.879670e-07
   121.99048008  5.789536e-23  2.873922e-07
   122.11277568  5.766413e-23  2.868185e-07
   122.23519388  5.743381e-23  2.862460e-07
   122.35773480  5.720441e-23  2.856746e-07
   122.48039857  5.697593e-23  2.851044e-07
   122.60318532  5.674837e-23  2.845353e-07
   122.72609515  5.652171e-23  2.839673e-07
   122.84912821  5.629595e-23  2.834005e-07
   122.97228460  5.607110e-23  2.828348e-07
   123.09556446  5.584715e-23  2.822702e-07
   123.21896791  5.562408e-23  2.817068e-07
   123.34249507  5.540191e-23  2.811445e-07
   123.46614606  5.518063e-23  2.805832e-07
   123.58992102  5.496023e-23  2.800232e-07
   123.71382006  5.474071e-23  2.794642e-07
   123.83784331  5.452207e-23  2.789063e-07
   123.96199089  5.430430e-23  2.783496e-07
   124.08626293  5.408740e-23  2.777939e-07
   124.21065955  5.387136e-23  2.772394e-07
   124.33518088  5.365619e-23  2.766860e-07
   124.45982705  5.344188e-23  2.761337e-07
   124.58459817  5.322842e-23  2.755825e-07
   124.70949437  5.301581e-23  2.750323e-07
   124.83451579  5.280406e-23  2.744833e-07
   124.95966254  5.259315e-23  2.739354e-07
   125.08493474  5.238308e-23  2.733885e-07
   125.21033254  5.217385e-23  2.728428e-07
   125.33585604  5.196545e-23  2.722981e-07
   125.46150538  5.175789e-23  2.717546e-07
   125.58728069  5.155116e-23  2.712121e-07
   125.71318208  5.134525e-23  2.706707e-07
   125.83920969  5.114016e-23  2.701303e-07
   125.96536365  5.093590e-23  2.695911e-07
   126.09164407  5.073244e-23  2.690529e-07
   126.21805109  5.052981e-23  2.685158e-07
   126.34458484  5.032797e-23  2.679798e-07
   126.47124543  5.012695e-23  2.674448e-07
   126.59803300  4.992673e-23  2.669109e-07
   126.72494768  4.972731e-23  2.663781e-07
   126.85198959  4.952868e-23  2.658463e-07
   126.97915885  4.933085e-23  2.653156e-07
   127.10645561  4.913381e-23  2.647859e-07
   127.23387998  4.893755e-23  2.642573e-07
   127.36143209  4.874208e-23  2.637298e-07
   127.48911208  4.854739e-23  2.632033e-07
   127.61692006  4.835347e-23  2.626779e-07
   127.74485617  4.816033e-23  2.621535e-07
   127.87292054  4.796796e-23  2.616301e-07
   128.00111329  4.777636e-23  2.611078e-07
   128.12943456  4.758552e-23  2.605865e-07
   128.25788446  4.739545e-23  2.600663e-07
   128.38646314  4.720614e-23  2.595471e-07
   128.51517072  4.701758e-23  2.590290e-07
   128.64400733  4.682977e-23  2.585118e-07
   128.77297310  4.664271e-23  2.579958e-07
   128.90206815  4.645641e-23  2.574807e-07
   129.03129263  4.627084e-23  2.569667e-07
   129.16064665  4.608602e-23  2.564536e-07
   129.29013035  4.590193e-23  2.559417e-07
   129.41974385  4.571858e-23  2.554307e-07
   129.54948730  4.553596e-23  2.549207e-07
   129.67936081  4.535407e-23  2.544118e-07
   129.80936452  4.517290e-23  2.539039e-07
   129.93949856  4.499246e-23  2.533970e-07
   130.06976306  4.481274e-23  2.528911e-07
   130.20015815  4.463374e-23  2.523862e-07
   130.33068396  4.445546e-23  2.518823e-07
   130.46134062  4.427788e-23  2.513795e-07
   130.59212827  4.410101e-23  2.508776e-07
   130.72304703  4.392485e-23  2.503767e-07
   130.85409703  4.374940e-23  2.498768e-07
   130.98527842  4.357464e-23  2.493780e-07
   131.11659131  4.340058e-23  2.488801e-07
   131.24803585  4.322722e-23  2.483832e-07
   131.37961216  4.305455e-23  2.478873e-07
   131.51132037  4.288257e-23  2.473924e-07
   131.64316063  4.271127e-23  2.468985e-07
   131.77513305  4.254066e-23  2.464055e-07
   131.90723777  4.237073e-23  2.459136e-07
   132.03947493  4.220148e-23  2.454226e-07
   132.17184466  4.203291e-23  2.449326e-07
   132.30434709  4.186500e-23  2.444436e-07
   132.43698235  4.169777e-23  2.439555e-07
   132.56975058  4.153121e-23  2.434685e-07
   132.70265191  4.136531e-23  2.429824e-07
   132.83568647  4.120007e-23  2.424972e-07
   132.96885440  4.103550e-23  2.420131e-07
   133.10215584  4.087158e-23  2.415299e-07
   133.23559090  4.070831e-23  2.410477e-07
   133.36915974  4.054570e-23  2.405664e-07
   133.50286248  4.038374e-23  2.400861e-07
   133.63669925  4.022242e-23  2.396067e-07
   133.77067020  4.006175e-23  2.391283e-07
   133.90477545  3.990172e-23  2.386509e-07
   134.03901514  3.974233e-23  2.381744e-07
   134.17338941  3.958357e-23  2.376988e-07
   134.30789839  3.942545e-23  2.372242e-07
   134.44254222  3.926796e-23  2.367506e-07
   134.57732102  3.911110e-23  2.362779e-07
   134.71223494  3.895486e-23  2.358061e-07
   134.84728412  3.879925e-23  2.353353e-07
   134.98246868  3.864427e-23  2.348654e-07
   135.11778876  3.848989e-23  2.343965e-07
   135.25324450  3.833614e-23  2.339285e-07
   135.38883604  3.818300e-23  2.334614e-07
   135.52456350  3.803047e-23  2.329952e-07
   135.66042703  3.787855e-23  2.325300e-07
   135.79642677  3.772724e-23  2.320657e-07
   135.93256285  3.757653e-23  2.316024e-07
   136.06883540  3.742643e-23  2.311399e-07
   136.20524457  3.727692e-23  2.306784e-07
   136.34179048  3.712801e-23  2.302178e-07
   136.47847329  3.697969e-23  2.297581e-07
   136.61529312  3.683197e-23  2.292994e-07
   136.75225011  3.668484e-23  2.288415e-07
   136.88934440  3.653829e-23  2.283846e-07
   137.02657612  3.639233e-23  2.279286e-07
   137.16394543  3.624695e-23  2.274735e-07
   137.30145244  3.610216e-23  2.270193e-07
   137.43909731  3.595794e-23  2.265660e-07
   137.57688016  3.581430e-23  2.261136e-07
   137.71480115  3.567123e-23  2.256621e-07
   137.85286040  3.552873e-23  2.252115e-07
   137.99105805  3.538680e-23  2.247618e-07
   138.12939425  3.524544e-23  2.243130e-07
   138.26786912  3.510464e-23  2.238651e-07
   138.40648282  3.496441e-23  2.234181e-07
   138.54523548  3.482473e-23  2.229720e-07
   138.68412725  3.468561e-23  2.225267e-07
   138.82315824  3.454705e-23  2.220824e-07
   138.96232862  3.440904e-23  2.216389e-07
   139.10163852  3.427159e-23  2.211964e-07
   139.24108807  3.413468e-23  2.207547e-07
   139.38067743  3.399832e-23  2.203139e-07
   139.52040672  3.386250e-23  2.198739e-07
   139.66027609  3.372722e-23  2.194349e-07
   139.80028568  3.359249e-23  2.189967e-07
   139.94043563  3.345829e-23  2.185594e-07
   140.08072608  3.332463e-23  2.181230e-07
   140.22115717  3.319151e-23  2.176874e-07
   140.36172904  3.305891e-23  2.172527e-07
   140.50244184  3.292685e-23  2.168189e-07
   140.64329570  3.279531e-23  2.163860e-07
   140.78429077  3.266429e-23  2.159539e-07
   140.92542719  3.253380e-23  2.155226e-07
   141.06670509  3.240384e-23  2.150923e-07
   141.20812463  3.227439e-23  2.146627e-07
   141.34968594  3.214545e-23  2.142341e-07
   141.49138916  3.201704e-23  2.138063e-07
   141.63323445  3.188913e-23  2.133793e-07
   141.77522193  3.176174e-23  2.129532e-07
   141.91735175  3.163485e-23  2.125280e-07
   142.05962406  3.150847e-23  2.121036e-07
   142.20203900  3.138260e-23  2.116800e-07
   142.34459671  3.125723e-23  2.112573e-07
   142.48729734  3.113236e-23  2.108355e-07
   142.63014102  3.100799e-23  2.104144e-07
   142.77312790  3.088411e-23  2.099942e-07
   142.91625813  3.076073e-23  2.095749e-07
   143.05953185  3.063785e-23  2.091564e-07
   143.20294919  3.051545e-23  2.087387e-07
   143.34651032  3.039354e-23  2.083219e-07
   143.49021536  3.027212e-23  2.079059e-07
   143.63406447  3.015118e-23  2.074907e-07
   143.77805779  3.003073e-23  2.070763e-07
   143.92219546  2.991076e-23  2.066628e-07
   144.06647763  2.979127e-23  2.062501e-07
   144.21090444  2.967225e-23  2.058382e-07
   144.35547604  2.955371e-23  2.054271e-07
   144.50019257  2.943564e-23  2.050169e-07
   144.64505418  2.931805e-23  2.046075e-07
   144.79006102  2.920092e-23  2.041989e-07
   144.93521322  2.908426e-23  2.037911e-07
   145.08051094  2.896807e-23  2.033841e-07
   145.22595432  2.885234e-23  2.029780e-07
   145.37154351  2.873708e-23  2.025726e-07
   145.51727866  2.862227e-23  2.021681e-07
   145.66315990  2.850793e-23  2.017643e-07
   145.80918738  2.839404e-23  2.013614e-07
   145.95536126  2.828060e-23  2.009593e-07
   146.10168168  2.816762e-23  2.005579e-07
   146.24814879  2.805509e-23  2.001574e-07
   146.39476273  2.794300e-23  1.997577e-07
   146.54152365  2.783137e-23  1.993587e-07
   146.68843170  2.772018e-23  1.989606e-07
   146.83548702  2.760944e-23  1.985633e-07
   146.98268977  2.749914e-23  1.981667e-07
   147.13004009  2.738927e-23  1.977710e-07
   147.27753813  2.727985e-23  1.973760e-07
   147.42518403  2.717087e-23  1.969818e-07
   147.57297795  2.706232e-23  1.965884e-07
   147.72092003  2.695420e-23  1.961958e-07
   147.86901043  2.684651e-23  1.958040e-07
   148.01724928  2.673926e-23  1.954129e-07
   148.16563675  2.663243e-23  1.950227e-07
   148.31417297  2.652603e-23  1.946332e-07
   148.46285810  2.642006e-23  1.942445e-07
   148.61169229  2.631451e-23  1.938566e-07
   148.76067568  2.620938e-23  1.934694e-07
   148.90980844  2.610467e-23  1.930830e-07
   149.05909069  2.600037e-23  1.926974e-07
   149.20852260  2.589650e-23  1.923125e-07
   149.35810432  2.579304e-23  1.919285e-07
   149.50783600  2.568999e-23  1.915451e-07
   149.65771778  2.558735e-23  1.911626e-07
   149.80774981  2.548513e-23  1.907808e-07
   149.95793226  2.538331e-23  1.903998e-07
   150.10826526  2.528190e-23  1.900195e-07
   150.25874897  2.518089e-23  1.896400e-07
   150.40938354  2.508029e-23  1.892613e-07
   150.56016912  2.498009e-23  1.888833e-07
   150.71110587  2.488029e-23  1.885060e-07
   150.86219393  2.478089e-23  1.881296e-07
   151.01343345  2.468188e-23  1.877538e-07
   151.16482460  2.458327e-23  1.873788e-07
   151.31636751  2.448506e-23  1.870046e-07
   151.46806235  2.438724e-23  1.866311e-07
   151.61990925  2.428980e-23  1.862584e-07
   151.77190839  2.419276e-23  1.858864e-07
   151.92405991  2.409610e-23  1.855151e-07
   152.07636395  2.399983e-23  1.851446e-07
   152.22882069  2.390395e-23  1.847748e-07
   152.38143026  2.380845e-23  1.844057e-07
   152.53419282  2.371333e-23  1.840374e-07
   152.68710852  2.361858e-23  1.836699e-07
   152.84017753  2.352422e-23  1.833030e-07
   152.99339998  2.343024e-23  1.829369e-07
   153.14677605  2.333663e-23  1.825715e-07
   153.30030587  2.324339e-23  1.822069e-07
   153.45398960  2.315053e-23  1.818430e-07
   153.60782741  2.305803e-23  1.814798e-07
   153.76181943  2.296591e-23  1.811173e-07
   153.91596584  2.287415e-23  1.807556e-07
   154.07026677  2.278276e-23  1.803945e-07
   154.22472239  2.269174e-23  1.800342e-07
   154.37933286  2.260108e-23  1.796746e-07
   154.53409832  2.251078e-23  1.793158e-07
   154.68901893  2.242084e-23  1.789576e-07
   154.84409486  2.233126e-23  1.786002e-07
   154.99932624  2.224204e-23  1.782435e-07
   155.15471325  2.215318e-23  1.778874e-07
   155.31025603  2.206467e-23  1.775321e-07
   155.46595474  2.197651e-23  1.771775e-07
   155.62180954  2.188871e-23  1.768237e-07
   155.77782059  2.180126e-23  1.764705e-07
   155.93398803  2.171415e-23  1.761180e-07
   156.09031204  2.162740e-23  1.757662e-07
   156.24679276  2.154099e-23  1.754152e-07
   156.40343035  2.145492e-23  1.750648e-07
   156.56022497  2.136920e-23  1.747151e-07
   156.71717678  2.128382e-23  1.743661e-07
   156.87428593  2.119879e-23  1.740179e-07
   157.03155259  2.111409e-23  1.736703e-07
   157.18897690  2.102973e-23  1.733234e-07
   157.34655904  2.094571e-23  1.729772e-07
   157.50429914  2.086202e-23  1.726317e-07
   157.66219739  2.077867e-23  1.722869e-07
   157.82025392  2.069565e-23  1.719427e-07
   157.97846891  2.061296e-23  1.715993e-07
   158.13684251  2.053060e-23  1.712565e-07
   158.29537488  2.044858e-23  1.709145e-07
   158.45406618  2.036687e-23  1.705731e-07
   158.61291657  2.028550e-23  1.702324e-07
   158.77192620  2.020445e-23  1.698923e-07
   158.93109524  2.012372e-23  1.695530e-07
   159.09042385  2.004332e-23  1.692143e-07
   159.24991219  1.996324e-23  1.688763e-07
   159.40956041  1.988348e-23  1.685390e-07
   159.56936868  1.980403e-23  1.682023e-07
   159.72933716  1.972491e-23  1.678663e-07
   159.88946600  1.964610e-23  1.675310e-07
   160.04975538  1.956760e-23  1.671964e-07
   160.21020545  1.948942e-23  1.668624e-07
   160.37081636  1.941155e-23  1.665291e-07
   160.53158829  1.933399e-23  1.661965e-07
   160.69252140  1.925674e-23  1.658645e-07
   160.85361584  1.917980e-23  1.655332e-07
   161.01487178  1.910317e-23  1.652025e-07
   161.17628937  1.902684e-23  1.648725e-07
   161.33786879  1.895082e-23  1.645432e-07
   161.49961019  1.887510e-23  1.642145e-07
   161.66151374  1.879968e-23  1.638865e-07
   161.82357960  1.872457e-23  1.635591e-07
   161.98580792  1.864975e-23  1.632324e-07
   162.14819889  1.857524e-23  1.629063e-07
   162.31075264  1.850102e-23  1.625809e-07
   162.47346936  1.842710e-23  1.622562e-07
   162.63634921  1.835347e-23  1.619320e-07
   162.79939234  1.828014e-23  1.616086e-07
   162.96259892  1.820710e-23  1.612857e-07
   163.12596911  1.813435e-23  1.609636e-07
   163.28950309  1.806190e-23  1.606420e-07
   163.45320100  1.798973e-23  1.603211e-07
   163.61706303  1.791785e-23  1.600009e-07
   163.78108933  1.784626e-23  1.596813e-07
   163.94528006  1.777495e-23  1.593623e-07
   164.10963539  1.770393e-23  1.590439e-07
   164.27415549  1.763319e-23  1.587262e-07
   164.43884053  1.756274e-23  1.584092e-07
   164.60369066  1.749256e-23  1.580927e-07
   164.76870605  1.742267e-23  1.577769e-07
   164.93388687  1.735305e-23  1.574617e-07
   165.09923328  1.728372e-23  1.571472e-07
   165.26474546  1.721466e-23  1.568333e-07
   165.43042356  1.714588e-23  1.565200e-07
   165.59626775  1.707737e-23  1.562073e-07
   165.76227820  1.700913e-23  1.558952e-07
   165.92845508  1.694117e-23  1.555838e-07
   166.09479855  1.687348e-23  1.552730e-07
   166.26130878  1.680606e-23  1.549628e-07
   166.42798593  1.673891e-23  1.546533e-07
   166.59483018  1.667202e-23  1.543443e-07
   166.76184169  1.660541e-23  1.540360e-07
   166.92902064  1.653906e-23  1.537283e-07
   167.09636717  1.647297e-23  1.534212e-07
   167.26388148  1.640715e-23  1.531147e-07
   167.43156371  1.634160e-23  1.528088e-07
