# Model Spectrum: Blackbody T = 10000.000
# No ISM extinction
# Normalization: A0V magnitude 15.000000 for filter 2MASS Ks
# 
# Wavelength (microns)   F_lambda (W/m^2/micron)   F_nu (Jy)
     0.76553992  1.271720e-14  2.486030e-03
     0.76630737  1.268179e-14  2.484081e-03
     0.76707560  1.264646e-14  2.482130e-03
     0.76784459  1.261121e-14  2.480177e-03
     0.76861436  1.257604e-14  2.478222e-03
     0.76938489  1.254095e-14  2.476265e-03
     0.77015620  1.250594e-14  2.474306e-03
     0.77092828  1.247101e-14  2.472344e-03
     0.77170114  1.243616e-14  2.470381e-03
     0.77247477  1.240139e-14  2.468415e-03
     0.77324918  1.236670e-14  2.466448e-03
     0.77402436  1.233208e-14  2.464478e-03
     0.77480032  1.229755e-14  2.462507e-03
     0.77557706  1.226309e-14  2.460533e-03
     0.77635458  1.222872e-14  2.458558e-03
     0.77713287  1.219442e-14  2.456580e-03
     0.77791195  1.216020e-14  2.454601e-03
     0.77869181  1.212606e-14  2.452619e-03
     0.77947245  1.209200e-14  2.450636e-03
     0.78025387  1.205801e-14  2.448651e-03
     0.78103607  1.202411e-14  2.446664e-03
     0.78181906  1.199028e-14  2.444675e-03
     0.78260284  1.195653e-14  2.442684e-03
     0.78338740  1.192286e-14  2.440691e-03
     0.78417275  1.188926e-14  2.438696e-03
     0.78495888  1.185575e-14  2.436700e-03
     0.78574580  1.182231e-14  2.434702e-03
     0.78653351  1.178895e-14  2.432701e-03
     0.78732201  1.175566e-14  2.430700e-03
     0.78811131  1.172246e-14  2.428696e-03
     0.78890139  1.168933e-14  2.426690e-03
     0.78969226  1.165628e-14  2.424683e-03
     0.79048393  1.162330e-14  2.422674e-03
     0.79127639  1.159040e-14  2.420663e-03
     0.79206965  1.155758e-14  2.418650e-03
     0.79286370  1.152484e-14  2.416636e-03
     0.79365854  1.149217e-14  2.414620e-03
     0.79445419  1.145958e-14  2.412602e-03
     0.79525063  1.142706e-14  2.410583e-03
     0.79604787  1.139463e-14  2.408561e-03
     0.79684591  1.136226e-14  2.406539e-03
     0.79764475  1.132998e-14  2.404514e-03
     0.79844439  1.129777e-14  2.402488e-03
     0.79924483  1.126563e-14  2.400460e-03
     0.80004607  1.123357e-14  2.398431e-03
     0.80084812  1.120159e-14  2.396400e-03
     0.80165097  1.116968e-14  2.394367e-03
     0.80245463  1.113785e-14  2.392333e-03
     0.80325909  1.110609e-14  2.390297e-03
     0.80406436  1.107441e-14  2.388260e-03
     0.80487043  1.104280e-14  2.386221e-03
     0.80567731  1.101127e-14  2.384180e-03
     0.80648501  1.097981e-14  2.382138e-03
     0.80729351  1.094843e-14  2.380094e-03
     0.80810282  1.091713e-14  2.378049e-03
     0.80891295  1.088589e-14  2.376003e-03
     0.80972388  1.085473e-14  2.373955e-03
     0.81053563  1.082365e-14  2.371905e-03
     0.81134819  1.079264e-14  2.369854e-03
     0.81216157  1.076171e-14  2.367801e-03
     0.81297576  1.073084e-14  2.365747e-03
     0.81379077  1.070006e-14  2.363692e-03
     0.81460660  1.066934e-14  2.361635e-03
     0.81542324  1.063870e-14  2.359577e-03
     0.81624071  1.060814e-14  2.357517e-03
     0.81705899  1.057764e-14  2.355456e-03
     0.81787809  1.054722e-14  2.353394e-03
     0.81869802  1.051688e-14  2.351330e-03
     0.81951876  1.048660e-14  2.349264e-03
     0.82034033  1.045640e-14  2.347198e-03
     0.82116272  1.042627e-14  2.345130e-03
     0.82198594  1.039622e-14  2.343061e-03
     0.82280998  1.036624e-14  2.340990e-03
     0.82363485  1.033633e-14  2.338918e-03
     0.82446054  1.030649e-14  2.336845e-03
     0.82528707  1.027673e-14  2.334771e-03
     0.82611442  1.024704e-14  2.332695e-03
     0.82694260  1.021742e-14  2.330618e-03
     0.82777161  1.018787e-14  2.328540e-03
     0.82860145  1.015839e-14  2.326460e-03
     0.82943212  1.012899e-14  2.324379e-03
     0.83026363  1.009965e-14  2.322298e-03
     0.83109597  1.007039e-14  2.320214e-03
     0.83192915  1.004120e-14  2.318130e-03
     0.83276316  1.001209e-14  2.316044e-03
     0.83359800  9.983039e-15  2.313958e-03
     0.83443369  9.954063e-15  2.311870e-03
     0.83527021  9.925158e-15  2.309781e-03
     0.83610757  9.896325e-15  2.307690e-03
     0.83694576  9.867561e-15  2.305599e-03
     0.83778480  9.838869e-15  2.303506e-03
     0.83862468  9.810247e-15  2.301413e-03
     0.83946541  9.781696e-15  2.299318e-03
     0.84030697  9.753215e-15  2.297222e-03
     0.84114938  9.724804e-15  2.295125e-03
     0.84199263  9.696463e-15  2.293027e-03
     0.84283673  9.668192e-15  2.290928e-03
     0.84368168  9.639991e-15  2.288828e-03
     0.84452747  9.611860e-15  2.286727e-03
     0.84537411  9.583799e-15  2.284625e-03
     0.84622160  9.555807e-15  2.282521e-03
     0.84706993  9.527884e-15  2.280417e-03
     0.84791912  9.500031e-15  2.278312e-03
     0.84876916  9.472247e-15  2.276206e-03
     0.84962005  9.444532e-15  2.274098e-03
     0.85047180  9.416886e-15  2.271990e-03
     0.85132440  9.389309e-15  2.269881e-03
     0.85217785  9.361800e-15  2.267771e-03
     0.85303216  9.334361e-15  2.265660e-03
     0.85388733  9.306989e-15  2.263548e-03
     0.85474335  9.279686e-15  2.261435e-03
     0.85560023  9.252452e-15  2.259321e-03
     0.85645797  9.225285e-15  2.257206e-03
     0.85731657  9.198187e-15  2.255090e-03
     0.85817603  9.171156e-15  2.252974e-03
     0.85903636  9.144193e-15  2.250856e-03
     0.85989754  9.117298e-15  2.248738e-03
     0.86075959  9.090471e-15  2.246619e-03
     0.86162250  9.063711e-15  2.244499e-03
     0.86248628  9.037018e-15  2.242378e-03
     0.86335092  9.010392e-15  2.240256e-03
     0.86421643  8.983834e-15  2.238134e-03
     0.86508281  8.957343e-15  2.236011e-03
     0.86595006  8.930918e-15  2.233886e-03
     0.86681817  8.904560e-15  2.231762e-03
     0.86768716  8.878269e-15  2.229636e-03
     0.86855702  8.852045e-15  2.227509e-03
     0.86942775  8.825886e-15  2.225382e-03
     0.87029935  8.799794e-15  2.223254e-03
     0.87117182  8.773769e-15  2.221126e-03
     0.87204518  8.747809e-15  2.218996e-03
     0.87291940  8.721915e-15  2.216866e-03
     0.87379450  8.696087e-15  2.214735e-03
     0.87467048  8.670325e-15  2.212604e-03
     0.87554734  8.644629e-15  2.210471e-03
     0.87642508  8.618997e-15  2.208339e-03
     0.87730370  8.593432e-15  2.206205e-03
     0.87818320  8.567931e-15  2.204071e-03
     0.87906357  8.542496e-15  2.201936e-03
     0.87994484  8.517125e-15  2.199800e-03
     0.88082698  8.491820e-15  2.197664e-03
     0.88171001  8.466579e-15  2.195527e-03
     0.88259393  8.441403e-15  2.193390e-03
     0.88347873  8.416291e-15  2.191252e-03
     0.88436442  8.391244e-15  2.189113e-03
     0.88525099  8.366261e-15  2.186974e-03
     0.88613846  8.341343e-15  2.184834e-03
     0.88702681  8.316488e-15  2.182694e-03
     0.88791606  8.291697e-15  2.180553e-03
     0.88880620  8.266971e-15  2.178411e-03
     0.88969723  8.242308e-15  2.176269e-03
     0.89058915  8.217708e-15  2.174126e-03
     0.89148197  8.193172e-15  2.171983e-03
     0.89237568  8.168699e-15  2.169840e-03
     0.89327028  8.144290e-15  2.167696e-03
     0.89416579  8.119944e-15  2.165551e-03
     0.89506219  8.095660e-15  2.163406e-03
     0.89595949  8.071440e-15  2.161260e-03
     0.89685769  8.047282e-15  2.159114e-03
     0.89775679  8.023187e-15  2.156968e-03
     0.89865680  7.999155e-15  2.154821e-03
     0.89955770  7.975185e-15  2.152673e-03
     0.90045951  7.951277e-15  2.150525e-03
     0.90136222  7.927432e-15  2.148377e-03
     0.90226584  7.903648e-15  2.146228e-03
     0.90317036  7.879927e-15  2.144079e-03
     0.90407579  7.856267e-15  2.141930e-03
     0.90498213  7.832669e-15  2.139780e-03
     0.90588937  7.809133e-15  2.137630e-03
     0.90679753  7.785658e-15  2.135479e-03
     0.90770659  7.762245e-15  2.133328e-03
     0.90861657  7.738893e-15  2.131177e-03
     0.90952746  7.715602e-15  2.129025e-03
     0.91043926  7.692371e-15  2.126873e-03
     0.91135198  7.669202e-15  2.124720e-03
     0.91226561  7.646094e-15  2.122568e-03
     0.91318016  7.623046e-15  2.120415e-03
     0.91409562  7.600059e-15  2.118261e-03
     0.91501200  7.577132e-15  2.116108e-03
     0.91592930  7.554266e-15  2.113954e-03
     0.91684752  7.531459e-15  2.111799e-03
     0.91776666  7.508713e-15  2.109645e-03
     0.91868672  7.486027e-15  2.107490e-03
     0.91960771  7.463401e-15  2.105335e-03
     0.92052962  7.440834e-15  2.103180e-03
     0.92145245  7.418327e-15  2.101025e-03
     0.92237621  7.395879e-15  2.098869e-03
     0.92330089  7.373491e-15  2.096713e-03
     0.92422650  7.351162e-15  2.094557e-03
     0.92515304  7.328893e-15  2.092400e-03
     0.92608050  7.306682e-15  2.090244e-03
     0.92700890  7.284530e-15  2.088087e-03
     0.92793823  7.262437e-15  2.085930e-03
     0.92886849  7.240402e-15  2.083773e-03
     0.92979968  7.218427e-15  2.081616e-03
     0.93073181  7.196509e-15  2.079459e-03
     0.93166487  7.174650e-15  2.077301e-03
     0.93259886  7.152849e-15  2.075143e-03
     0.93353379  7.131106e-15  2.072986e-03
     0.93446966  7.109422e-15  2.070828e-03
     0.93540647  7.087795e-15  2.068670e-03
     0.93634421  7.066225e-15  2.066512e-03
     0.93728290  7.044714e-15  2.064353e-03
     0.93822253  7.023260e-15  2.062195e-03
     0.93916310  7.001863e-15  2.060037e-03
     0.94010461  6.980524e-15  2.057878e-03
     0.94104706  6.959241e-15  2.055720e-03
     0.94199046  6.938016e-15  2.053561e-03
     0.94293481  6.916848e-15  2.051402e-03
     0.94388010  6.895736e-15  2.049244e-03
     0.94482635  6.874681e-15  2.047085e-03
     0.94577353  6.853683e-15  2.044926e-03
     0.94672167  6.832742e-15  2.042767e-03
     0.94767076  6.811856e-15  2.040609e-03
     0.94862080  6.791027e-15  2.038450e-03
     0.94957180  6.770254e-15  2.036291e-03
     0.95052374  6.749537e-15  2.034132e-03
     0.95147665  6.728876e-15  2.031974e-03
     0.95243050  6.708270e-15  2.029815e-03
     0.95338532  6.687720e-15  2.027656e-03
     0.95434109  6.667226e-15  2.025498e-03
     0.95529781  6.646787e-15  2.023339e-03
     0.95625550  6.626404e-15  2.021180e-03
     0.95721415  6.606076e-15  2.019022e-03
     0.95817376  6.585802e-15  2.016864e-03
     0.95913433  6.565584e-15  2.014705e-03
     0.96009586  6.545421e-15  2.012547e-03
     0.96105836  6.525312e-15  2.010389e-03
     0.96202182  6.505258e-15  2.008231e-03
     0.96298625  6.485258e-15  2.006073e-03
     0.96395164  6.465313e-15  2.003915e-03
     0.96491800  6.445422e-15  2.001758e-03
     0.96588534  6.425585e-15  1.999600e-03
     0.96685364  6.405803e-15  1.997443e-03
     0.96782291  6.386074e-15  1.995285e-03
     0.96879315  6.366399e-15  1.993128e-03
     0.96976437  6.346778e-15  1.990971e-03
     0.97073656  6.327210e-15  1.988815e-03
     0.97170972  6.307696e-15  1.986658e-03
     0.97268386  6.288235e-15  1.984502e-03
     0.97365898  6.268828e-15  1.982346e-03
     0.97463507  6.249473e-15  1.980190e-03
     0.97561215  6.230172e-15  1.978034e-03
     0.97659020  6.210923e-15  1.975878e-03
     0.97756923  6.191727e-15  1.973723e-03
     0.97854925  6.172584e-15  1.971568e-03
     0.97953024  6.153494e-15  1.969413e-03
     0.98051222  6.134456e-15  1.967258e-03
     0.98149519  6.115470e-15  1.965104e-03
     0.98247914  6.096537e-15  1.962950e-03
     0.98346407  6.077655e-15  1.960796e-03
     0.98445000  6.058826e-15  1.958642e-03
     0.98543691  6.040049e-15  1.956489e-03
     0.98642481  6.021323e-15  1.954336e-03
     0.98741370  6.002649e-15  1.952183e-03
     0.98840359  5.984026e-15  1.950031e-03
     0.98939446  5.965455e-15  1.947878e-03
     0.99038633  5.946936e-15  1.945727e-03
     0.99137920  5.928467e-15  1.943575e-03
     0.99237305  5.910050e-15  1.941424e-03
     0.99336791  5.891683e-15  1.939273e-03
     0.99436376  5.873368e-15  1.937122e-03
     0.99536061  5.855103e-15  1.934972e-03
     0.99635846  5.836889e-15  1.932822e-03
     0.99735731  5.818725e-15  1.930673e-03
     0.99835717  5.800612e-15  1.928524e-03
     0.99935802  5.782549e-15  1.926375e-03
     1.00035988  5.764537e-15  1.924227e-03
     1.00136274  5.746574e-15  1.922079e-03
     1.00236661  5.728662e-15  1.919931e-03
     1.00337148  5.710799e-15  1.917784e-03
     1.00437736  5.692986e-15  1.915637e-03
     1.00538425  5.675223e-15  1.913491e-03
     1.00639215  5.657509e-15  1.911345e-03
     1.00740106  5.639845e-15  1.909199e-03
     1.00841098  5.622230e-15  1.907054e-03
     1.00942191  5.604665e-15  1.904910e-03
     1.01043386  5.587148e-15  1.902765e-03
     1.01144682  5.569680e-15  1.900622e-03
     1.01246080  5.552262e-15  1.898478e-03
     1.01347579  5.534892e-15  1.896336e-03
     1.01449180  5.517570e-15  1.894193e-03
     1.01550883  5.500298e-15  1.892051e-03
     1.01652688  5.483073e-15  1.889910e-03
     1.01754595  5.465897e-15  1.887769e-03
     1.01856604  5.448770e-15  1.885629e-03
     1.01958715  5.431690e-15  1.883489e-03
     1.02060929  5.414659e-15  1.881349e-03
     1.02163245  5.397675e-15  1.879210e-03
     1.02265664  5.380739e-15  1.877072e-03
     1.02368186  5.363851e-15  1.874934e-03
     1.02470810  5.347010e-15  1.872797e-03
     1.02573537  5.330217e-15  1.870660e-03
     1.02676367  5.313471e-15  1.868524e-03
     1.02779300  5.296773e-15  1.866388e-03
     1.02882336  5.280121e-15  1.864253e-03
     1.02985476  5.263517e-15  1.862118e-03
     1.03088719  5.246959e-15  1.859984e-03
     1.03192066  5.230449e-15  1.857851e-03
     1.03295516  5.213985e-15  1.855718e-03
     1.03399070  5.197567e-15  1.853586e-03
     1.03502727  5.181197e-15  1.851454e-03
     1.03606489  5.164872e-15  1.849323e-03
     1.03710355  5.148594e-15  1.847193e-03
     1.03814324  5.132362e-15  1.845063e-03
     1.03918398  5.116176e-15  1.842934e-03
     1.04022577  5.100036e-15  1.840805e-03
     1.04126860  5.083942e-15  1.838677e-03
     1.04231247  5.067894e-15  1.836550e-03
     1.04335739  5.051891e-15  1.834423e-03
     1.04440335  5.035934e-15  1.832297e-03
     1.04545037  5.020022e-15  1.830171e-03
     1.04649844  5.004156e-15  1.828047e-03
     1.04754755  4.988335e-15  1.825923e-03
     1.04859772  4.972558e-15  1.823799e-03
     1.04964894  4.956827e-15  1.821676e-03
     1.05070121  4.941141e-15  1.819554e-03
     1.05175454  4.925500e-15  1.817433e-03
     1.05280893  4.909903e-15  1.815312e-03
     1.05386437  4.894351e-15  1.813192e-03
     1.05492087  4.878844e-15  1.811073e-03
     1.05597843  4.863380e-15  1.808954e-03
     1.05703705  4.847961e-15  1.806837e-03
     1.05809673  4.832587e-15  1.804719e-03
     1.05915747  4.817256e-15  1.802603e-03
     1.06021928  4.801969e-15  1.800487e-03
     1.06128215  4.786726e-15  1.798372e-03
     1.06234609  4.771527e-15  1.796258e-03
     1.06341109  4.756372e-15  1.794145e-03
     1.06447716  4.741260e-15  1.792032e-03
     1.06554430  4.726191e-15  1.789920e-03
     1.06661251  4.711166e-15  1.787809e-03
     1.06768179  4.696184e-15  1.785698e-03
     1.06875214  4.681246e-15  1.783589e-03
     1.06982357  4.666350e-15  1.781480e-03
     1.07089607  4.651497e-15  1.779372e-03
     1.07196964  4.636687e-15  1.777264e-03
     1.07304429  4.621920e-15  1.775158e-03
     1.07412002  4.607195e-15  1.773052e-03
     1.07519683  4.592513e-15  1.770947e-03
     1.07627471  4.577873e-15  1.768843e-03
     1.07735368  4.563276e-15  1.766740e-03
     1.07843373  4.548721e-15  1.764638e-03
     1.07951486  4.534208e-15  1.762536e-03
     1.08059708  4.519737e-15  1.760435e-03
     1.08168038  4.505308e-15  1.758335e-03
     1.08276476  4.490920e-15  1.756236e-03
     1.08385023  4.476575e-15  1.754138e-03
     1.08493680  4.462271e-15  1.752040e-03
     1.08602445  4.448008e-15  1.749944e-03
     1.08711319  4.433787e-15  1.747848e-03
     1.08820302  4.419608e-15  1.745753e-03
     1.08929394  4.405469e-15  1.743659e-03
     1.09038596  4.391372e-15  1.741566e-03
     1.09147907  4.377315e-15  1.739474e-03
     1.09257328  4.363300e-15  1.737383e-03
     1.09366859  4.349325e-15  1.735292e-03
     1.09476499  4.335391e-15  1.733203e-03
     1.09586250  4.321497e-15  1.731114e-03
     1.09696110  4.307644e-15  1.729026e-03
     1.09806081  4.293832e-15  1.726939e-03
     1.09916161  4.280060e-15  1.724854e-03
     1.10026352  4.266328e-15  1.722769e-03
     1.10136654  4.252636e-15  1.720685e-03
     1.10247066  4.238984e-15  1.718601e-03
     1.10357589  4.225372e-15  1.716519e-03
     1.10468222  4.211800e-15  1.714438e-03
     1.10578967  4.198268e-15  1.712358e-03
     1.10689823  4.184775e-15  1.710278e-03
     1.10800789  4.171322e-15  1.708200e-03
     1.10911867  4.157908e-15  1.706122e-03
     1.11023056  4.144533e-15  1.704046e-03
     1.11134357  4.131198e-15  1.701970e-03
     1.11245769  4.117902e-15  1.699896e-03
     1.11357293  4.104645e-15  1.697822e-03
     1.11468929  4.091427e-15  1.695750e-03
     1.11580677  4.078248e-15  1.693678e-03
     1.11692537  4.065107e-15  1.691607e-03
     1.11804509  4.052005e-15  1.689538e-03
     1.11916593  4.038942e-15  1.687469e-03
     1.12028789  4.025917e-15  1.685402e-03
     1.12141098  4.012930e-15  1.683335e-03
     1.12253520  3.999982e-15  1.681269e-03
     1.12366054  3.987072e-15  1.679205e-03
     1.12478701  3.974200e-15  1.677141e-03
     1.12591461  3.961366e-15  1.675079e-03
     1.12704334  3.948570e-15  1.673017e-03
     1.12817321  3.935812e-15  1.670957e-03
     1.12930420  3.923091e-15  1.668897e-03
     1.13043633  3.910408e-15  1.666839e-03
     1.13156959  3.897763e-15  1.664781e-03
     1.13270399  3.885155e-15  1.662725e-03
     1.13383953  3.872584e-15  1.660670e-03
     1.13497621  3.860050e-15  1.658616e-03
     1.13611402  3.847554e-15  1.656563e-03
     1.13725298  3.835095e-15  1.654511e-03
     1.13839307  3.822672e-15  1.652460e-03
     1.13953431  3.810287e-15  1.650410e-03
     1.14067670  3.797938e-15  1.648361e-03
     1.14182023  3.785626e-15  1.646313e-03
     1.14296490  3.773350e-15  1.644266e-03
     1.14411073  3.761111e-15  1.642221e-03
     1.14525770  3.748908e-15  1.640176e-03
     1.14640582  3.736742e-15  1.638133e-03
     1.14755510  3.724612e-15  1.636091e-03
     1.14870552  3.712518e-15  1.634050e-03
     1.14985710  3.700460e-15  1.632010e-03
     1.15100983  3.688438e-15  1.629971e-03
     1.15216372  3.676451e-15  1.627933e-03
     1.15331877  3.664501e-15  1.625896e-03
     1.15447497  3.652586e-15  1.623861e-03
     1.15563233  3.640707e-15  1.621826e-03
     1.15679086  3.628863e-15  1.619793e-03
     1.15795054  3.617054e-15  1.617761e-03
     1.15911139  3.605281e-15  1.615730e-03
     1.16027340  3.593543e-15  1.613700e-03
     1.16143657  3.581840e-15  1.611671e-03
     1.16260091  3.570172e-15  1.609644e-03
     1.16376642  3.558540e-15  1.607618e-03
